"wid","agegroup","gender","hand","thirdgrade_usa","thirdgrade_usa_region","s1_dae","s1_time","s2_dae","s2_time","s3_dae","s3_time","db_version"
"0017","25-40","male","right","FALSE","NA","0","lateevening","30","lateevening","74","lateevening","version5"
"0388","25-40","Female","Right","TRUE","NA","0","Late Morning","100","Late Morning","133","Early Morning","version5"
"0710","41-60","Male","Left","TRUE","Northeast","0","Late afternoon (2:30pm-5pm)","54","Late afternoon (2:30pm-5pm)","77","NA","version5"
"0667","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","55","Late afternoon (2:30pm-5pm)","104","Late afternoon (2:30pm-5pm)","version5"
"0443","18-24","Female","Right","TRUE","Midwest","0","Late Morning","35","Early Evening","61","Early Afternoon","version5"
"0013","61+","female","right","FALSE","NA","0","lateevening","32","earlyevening","59","earlyafternoon","version5"
"0637","18-24","Female","Right","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","51","Late morning (9:30am-12:00pm)","77","Early afternoon (12:00pm-2:30pm)","version5"
"0559","18-24","Male","Right","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","74","Early afternoon (12:00pm-2:30pm)","74","Early afternoon (12:00pm-2:30pm)","version5"
"0564","25-40","Female","Right","TRUE","South","0","Late afternoon (2:30pm-5pm)","28","Early afternoon (12:00pm-2:30pm)","57","Early afternoon (12:00pm-2:30pm)","version5"
"0495","18-24","Female","Right","TRUE","Midwest","0","Late Evening","39","Late Afternoon","52","Late Morning","version5"
"0479","18-24","Male","Right","TRUE","Midwest","0","Late Morning","41","Early Evening","69","Late Afternoon","version5"
"0715","18-24","Female","Right","FALSE","NA","0","Early afternoon (12:00pm-2:30pm)","32","Early evening (5pm-7:30pm)","58","Early evening (5pm-7:30pm)","version5"
"0282","18-24","Male","Right","TRUE","Midwest","0","Late Evening","27","Late Evening","49","Late Evening","version5"
"0618","41-60","Female","Right","FALSE","NA","0","Late evening (later than 7:30pm)","27","Late evening (later than 7:30pm)","54","Early evening (5pm-7:30pm)","version5"
"0707","41-60","Female","Right","FALSE","NA","0","Late morning (9:30am-12:00pm)","43","Late afternoon (2:30pm-5pm)","239","Early evening (5pm-7:30pm)","version5"
"0203","25-40","Female","Right","FALSE","NA","0","Early Afternoon","60","Late Morning","129","Late Afternoon","version5"
"0409","18-24","Female","Right","TRUE","Midwest","0","Late Afternoon","28","Early Evening","52","Early Evening","version5"
"0573","61+","Female","Right","TRUE","Northeast","0","Late afternoon (2:30pm-5pm)","28","Late afternoon (2:30pm-5pm)","117","Late afternoon (2:30pm-5pm)","version5"
"0338","41-60","Female","Right","TRUE","Midwest","0","Early Afternoon","28","Late Afternoon","67","Late Afternoon","version5"
"0076","41-60","female","right","TRUE","south","0","lateevening","32","lateevening","67","lateevening","version5"
"0205","18-24","Male","Right","TRUE","Midwest","0","Early Evening","404","Early Afternoon","531","Early Afternoon","version5"
"0704","25-40","Male","Right","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","20","Late afternoon (2:30pm-5pm)","47","NA","version5"
"0424","25-40","Male","Right","FALSE","NA","0","Late Afternoon","36","Late Morning","61","Early Evening","version5"
"0302","18-24","Male","Right","TRUE","Midwest","0","Early Afternoon","60","Late Afternoon","107","Late Evening","version5"
"0429","18-24","Female","Right","TRUE","Midwest","0","Late Morning","28","Early Evening","70","Late Afternoon","version5"
"0458","18-24","Male","Left","TRUE","Midwest","0","Early Evening","21","Early Afternoon","45","Late Afternoon","version5"
"0645","18-24","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","21","Late evening (later than 7:30pm)","43","Late morning (9:30am-12:00pm)","version5"
"0011","18-24","male","right","TRUE","midwest","0","earlyafternoon","21","earlyafternoon","58","latemorning","version5"
"0025","41-60","male","left","TRUE","midwest","0","earlyevening","35","latemorning","82","lateevening","version5"
"0391","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","26","Late Morning","52","Late Afternoon","version5"
"0531","18-24","Male","Left","TRUE","West","0","Late Morning","28","Late Evening","50","Early Evening","version5"
"0099","25-40","Female","Right","TRUE","Midwest","0","Early Evening","125","Early Afternoon","148","Early Morning","version5"
"0587","41-60","Male","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","22","Late morning (9:30am-12:00pm)","48","Late afternoon (2:30pm-5pm)","version5"
"0149","41-60","male","right","FALSE","NA","0","earlyevening","21","lateevening","46","latemorning","version5"
"0642","18-24","NA","Right","TRUE","Midwest","0","Early evening (5pm-7:30pm)","58","Late afternoon (2:30pm-5pm)","83","Early afternoon (12:00pm-2:30pm)","version5"
"0501","18-24","Female","Right","TRUE","Midwest","0","Late Evening","21","Late Evening","42","Late Evening","version5"
"0032","18-24","male","right","TRUE","midwest","0","earlyevening","23","lateafternoon","50","earlyafternoon","version5"
"0702","61+","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","26","Early afternoon (12:00pm-2:30pm)","49","Late afternoon (2:30pm-5pm)","version5"
"0621","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","55","Late evening (later than 7:30pm)","106","Late afternoon (2:30pm-5pm)","version5"
"0066","18-24","male","right","TRUE","midwest","0","earlyevening","42","lateevening","82","earlyevening","version5"
"0551","18-24","Female","Right","TRUE","West","0","Late morning (9:30am-12:00pm)","82","Early afternoon (12:00pm-2:30pm)","110","Late morning (9:30am-12:00pm)","version5"
"0599","18-24","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","76","Late evening (later than 7:30pm)","115","Early morning (earlier than 9:30am)","version5"
"0636","18-24","Female","Right","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","51","Late morning (9:30am-12:00pm)","80","Early afternoon (12:00pm-2:30pm)","version5"
"0306","25-40","Male","Right","TRUE","Midwest","0","Early Afternoon","132","Early Evening","151","Late Morning","version5"
"0537","18-24","Male","Right","FALSE","NA","0","Late Morning","24","Late Evening","46","Late Evening","version5"
"0186","41-60","Male","Left","TRUE","Midwest","0","Early Evening","42","Late Afternoon","83","Late Evening","version5"
"0261","25-40","Male","Right","TRUE","Midwest","0","Early Morning","27","Early Evening","62","Early Afternoon","version5"
"0480","18-24","Male","Right","TRUE","Northeast","0","Late afternoon (2:30pm-5pm)","111","Late morning (9:30am-12:00pm)","177","Late afternoon (2:30pm-5pm)","version5"
"0151","18-24","female","right","TRUE","midwest","0","lateevening","23","lateevening","44","lateevening","version5"
"0527","18-24","Female","Right","TRUE","South","0","Late Morning","21","Late Afternoon","43","Late Morning","version5"
"0317","25-40","Female","Right","TRUE","South","0","Late Afternoon","47","Late Morning","94","Early afternoon (12:00pm-2:30pm)","version5"
"0031","41-60","male","right","TRUE","midwest","0","lateevening","22","earlyevening","43","lateevening","version5"
"0080","61+","female","right","TRUE","midwest","0","lateafternoon","41","earlyevening","80","lateafternoon","version5"
"0313","18-24","Female","Right","TRUE","West","0","Early Afternoon","48","Early Afternoon","154","Early Afternoon","version5"
"0239","25-40","Female","Right","TRUE","Midwest","0","Early Afternoon","32","Late Morning","59","Early Afternoon","version5"
"0322","25-40","Female","Right","TRUE","West","0","Late Morning","70","Late Morning","148","Early Morning","version5"
"0009","18-24","female","right","TRUE","midwest","0","earlyafternoon","40","earlyafternoon","87","lateevening","version5"
"0005","18-24","male","right","TRUE","midwest","0","latemorning","21","earlyafternoon","42","latemorning","version5"
"0198","25-40","Female","Right","TRUE","South","0","Late Afternoon","83","Early Evening","132","Late Evening","version5"
"0542","18-24","Male","Left","TRUE","South","0","Early Afternoon","30","Early Afternoon","51","Early Afternoon","version5"
"0078","61+","male","right","TRUE","midwest","0","earlyafternoon","39","lateafternoon","62","latemorning","version5"
"0426","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","24","Early Afternoon","51","Late Evening","version5"
"0123","18-24","male","right","TRUE","south","0","latemorning","21","earlyafternoon","42","earlyafternoon","version5"
"0085","25-40","male","right","TRUE","midwest","0","earlyevening","27","lateafternoon","59","lateevening","version5"
"0597","25-40","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","82","Early evening (5pm-7:30pm)","114","Late morning (9:30am-12:00pm)","version5"
"0234","18-24","Female","Right","TRUE","Midwest","0","Late Afternoon","23","Late Afternoon","50","Late Morning","version5"
"0220","25-40","Male","Right","TRUE","Midwest","0","Early Evening","54","Late Morning","119","Late Evening","version5"
"0341","25-40","Male","Right","FALSE","NA","0","Early Morning","32","Early Morning","62","Early Morning","version5"
"0380","NA","Female","Right","TRUE","Midwest","362","NA","0","Late Evening","415","Late Afternoon","version5"
"0534","25-40","Male","Right","TRUE","Midwest","0","Late Evening","61","Early Afternoon","90","Early afternoon (12:00pm-2:30pm)","version5"
"0293","25-40","Female","Left","TRUE","South","0","Early Evening","111","Early Evening","146","Late Morning","version5"
"0043","41-60","male","right","TRUE","midwest","0","earlymorning","70","earlyafternoon","93","earlymorning","version5"
"0280","41-60","Female","Right","TRUE","Midwest","0","Early Afternoon","28","Early Morning","53","Late Afternoon","version5"
"0130","25-40","male","left","TRUE","south","0","earlyafternoon","21","earlyafternoon","58","latemorning","version5"
"0591","41-60","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","22","Early evening (5pm-7:30pm)","50","Late afternoon (2:30pm-5pm)","version5"
"0086","41-60","female","right","TRUE","midwest","0","lateevening","37","lateevening","72","lateevening","version5"
"0601","18-24","Female","Right","TRUE","Midwest","0","Late Morning","40","Early Afternoon","70","Late Evening","version5"
"0229","61+","Female","Right","TRUE","Midwest","0","Early Afternoon","47","Early Morning","73","Early Morning","version5"
"0464","18-24","Female","Right","TRUE","Midwest","0","Late Morning","22","Early Afternoon","43","Early Morning","version5"
"0301","41-60","Female","Right","FALSE","NA","0","Early Evening","78","Early Afternoon","137","Late Evening","version5"
"0671","18-24","Female","Right","TRUE","Northeast","0","Late afternoon (2:30pm-5pm)","25","Early afternoon (12:00pm-2:30pm)","50","Early afternoon (12:00pm-2:30pm)","version5"
"0154","61+","male","right","TRUE","midwest","0","lateevening","44","lateevening","79","earlyevening","version5"
"0398","18-24","Female","Right","TRUE","Midwest","0","Late Afternoon","23","Late Afternoon","222","Early Afternoon","version5"
"0387","18-24","Female","Ambidextrous","TRUE","Midwest","0","Late Morning","27","Late Morning","97","Early Evening","version5"
"0639","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","60","Late morning (9:30am-12:00pm)","84","Early afternoon (12:00pm-2:30pm)","version5"
"0703","25-40","Female","Left","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","21","Late evening (later than 7:30pm)","46","Late afternoon (2:30pm-5pm)","version5"
"0612","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","49","Early afternoon (12:00pm-2:30pm)","103","Late afternoon (2:30pm-5pm)","version5"
"0071","25-40","male","right","TRUE","south","0","earlyafternoon","21","earlyafternoon","58","latemorning","version5"
"0125","18-24","male","left","TRUE","midwest","0","earlyevening","42","NA","82","earlyevening","version5"
"0570","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","31","Late morning (9:30am-12:00pm)","88","Early afternoon (12:00pm-2:30pm)","version5"
"0691","18-24","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","31","Early afternoon (12:00pm-2:30pm)","62","Late afternoon (2:30pm-5pm)","version5"
"0153","41-60","male","right","TRUE","midwest","0","earlymorning","21","latemorning","53","earlyafternoon","version5"
"0262","25-40","Female","Right","FALSE","NA","0","Late Afternoon","33","Late Afternoon","104","Late Afternoon","version5"
"0240","25-40","Female","Right","TRUE","Midwest","0","Late Evening","34","Early Evening","64","Early Evening","version5"
"0288","18-24","Female","Right","TRUE","Midwest","0","Early Evening","20","Early Evening","41","Early Evening","version5"
"0126","18-24","female","right","TRUE","midwest","0","earlyevening","42","lateevening","82","earlyevening","version5"
"0133","25-40","female","right","TRUE","west","0","latemorning","31","earlyafternoon","77","earlymorning","version5"
"0462","18-24","Female","Right","TRUE","Midwest","0","Late Evening","20","Late Afternoon","44","Early Evening","version5"
"0138","25-40","female","right","TRUE","midwest","0","earlyafternoon","21","earlyafternoon","42","latemorning","version5"
"0713","61+","Female","Right","TRUE","West","0","Early evening (5pm-7:30pm)","27","Late afternoon (2:30pm-5pm)","49","Early evening (5pm-7:30pm)","version5"
"0656","41-60","Male","Right","TRUE","Midwest","0","Early evening (5pm-7:30pm)","36","Early evening (5pm-7:30pm)","81","Late afternoon (2:30pm-5pm)","version5"
"0121","25-40","female","right","FALSE","NA","0","earlyafternoon","21","earlyafternoon","47","lateafternoon","version5"
"0532","18-24","Female","Right","TRUE","Midwest","0","Late Morning","42","Late Evening","63","Late Afternoon","version5"
"0340","25-40","Male","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","122","Early Evening","234","Late Evening","version5"
"0469","18-24","Male","Right","TRUE","Midwest","0","Late Morning","28","Late Afternoon","51","Early Afternoon","version5"
"0472","18-24","Other","Right","FALSE","NA","0","Early Afternoon","19","Late Morning","41","Late Morning","version5"
"0431","18-24","Female","Left","TRUE","Northeast","0","Early Morning","33","Early Afternoon","55","Early Afternoon","version5"
"0508","25-40","Female","Right","TRUE","West","0","Late Morning","32","Early Afternoon","70","Early Evening","version5"
"0020","61+","female","right","TRUE","midwest","0","lateafternoon","41","earlyevening","80","earlyevening","version5"
"0641","18-24","Female","Right","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","53","Late morning (9:30am-12:00pm)","79","Early evening (5pm-7:30pm)","version5"
"0285","41-60","Female","Right","TRUE","Midwest","0","Early Evening","30","Late Afternoon","55","Late Morning","version5"
"0428","18-24","Male","Right","TRUE","Midwest","0","Early Afternoon","27","Late Evening","50","Early Evening","version5"
"0674","18-24","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","23","Early afternoon (12:00pm-2:30pm)","49","Early afternoon (12:00pm-2:30pm)","version5"
"0594","18-24","Male","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","35","Late evening (later than 7:30pm)","72","Late evening (later than 7:30pm)","version5"
"0333","41-60","Male","Left","TRUE","Midwest","0","NA","55","Late Evening","NA","NA","version5"
"0664","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","21","Early Afternoon","49","Late Afternoon","version5"
"0281","25-40","Female","Right","TRUE","Midwest","0","Early Afternoon","31","Late Evening","NA","Early Afternoon","version5"
"0312","18-24","Female","Right","TRUE","Midwest","0","Late Morning","57","Early Morning","127","Late Evening","version5"
"0402","18-24","Female","Left","TRUE","Midwest","0","Late Morning","23","Late Evening","43","Late Evening","version5"
"0024","18-24","female","right","TRUE","midwest","0","lateafternoon","29","latemorning","59","latemorning","version5"
"0286","41-60","Male","Right","TRUE","Midwest","0","Early Evening","21","Early Afternoon","50","Early Morning","version5"
"0677","25-40","Female","Right","FALSE","NA","0","Late morning (9:30am-12:00pm)","29","Late morning (9:30am-12:00pm)","57","Late afternoon (2:30pm-5pm)","version5"
"0548","41-60","Male","Right","TRUE","Midwest","0","Late morning (9:30am-12:00pm)","33","Late morning (9:30am-12:00pm)","129","Early afternoon (12:00pm-2:30pm)","version5"
"0018","61+","female","right","TRUE","midwest","0","earlyevening","38","lateafternoon","61","latemorning","version5"
"0465","18-24","Female","Right","TRUE","Midwest","0","Early evening (5pm-7:30pm)","21","Early evening (5pm-7:30pm)","34","Early evening (5pm-7:30pm)","version5"
"0069","18-24","female","left","TRUE","midwest","0","earlyafternoon","38","lateevening","61","latemorning","version5"
"0393","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","27","Late Evening","129","Late Morning","version5"
"0287","18-24","Female","Left","TRUE","Midwest","0","Early Afternoon","39","Early Afternoon","66","Late Morning","version5"
"0041","41-60","Female","Right","TRUE","West","0","Late Afternoon","105","Early Afternoon","155","Late Afternoon","version5"
"0033","41-60","female","right","TRUE","midwest","0","earlyafternoon","34","earlymorning","83","earlyevening","version5"
"0529","25-40","Female","Right","TRUE","Midwest","0","Early Afternoon","91","Early Afternoon","68","Early Afternoon","version5"
"0200","18-24","Female","Right","TRUE","West","0","Late Morning","89","Late Afternoon","183","Early Afternoon","version5"
"0604","18-24","Male","Right","TRUE","Midwest","0","Late Morning","46","Early Morning","80","Early Evening","version5"
"0638","18-24","Female","Left","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","27","Early evening (5pm-7:30pm)","51","Late evening (later than 7:30pm)","version5"
"0622","25-40","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","69","Early afternoon (12:00pm-2:30pm)","121","Late evening (later than 7:30pm)","version5"
"0004","18-24","female","ambidextrous","TRUE","NA","0","latemorning","21","earlyafternoon","44","earlymorning","version5"
"0038","41-60","female","left","TRUE","midwest","0","lateafternoon","23","lateevening","54","earlymorning","version5"
"0497","41-60","Female","Right","TRUE","Midwest","0","Early Afternoon","24","Early Afternoon","48","Early Afternoon","version5"
"0577","18-24","Female","Right","TRUE","West","0","Late afternoon (2:30pm-5pm)","34","Late morning (9:30am-12:00pm)","83","Late evening (later than 7:30pm)","version5"
"0364","25-40","Female","Right","TRUE","Midwest","0","Late Afternoon","26","Late Morning","52","Late Evening","version5"
"0620","18-24","Female","Right","TRUE","West","0","Early evening (5pm-7:30pm)","24","Early afternoon (12:00pm-2:30pm)","44","Late afternoon (2:30pm-5pm)","version5"
"0524","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","34","Early Afternoon","112","Late Evening","version5"
"0592","41-60","Female","Right","TRUE","West","0","Late afternoon (2:30pm-5pm)","21","Late afternoon (2:30pm-5pm)","51","Early morning (earlier than 9:30am)","version5"
"0615","41-60","Male","Right","FALSE","NA","0","Late morning (9:30am-12:00pm)","26","Late afternoon (2:30pm-5pm)","51","Early afternoon (12:00pm-2:30pm)","version5"
"0371","18-24","Female","Right","TRUE","Midwest","0","Late Afternoon","163","Early Afternoon","193","Early Evening","version5"
"0379","18-24","Female","Right","TRUE","Midwest","0","Early Evening","26","Late Evening","54","Late Evening","version5"
"0160","18-24","Male","Right","TRUE","Midwest","0","Early Evening","102","Late Morning","139","Late Afternoon","version5"
"0550","18-24","Female","Right","TRUE","Midwest","0","Early afternoon (12:00pm-2:30pm)","28","Early evening (5pm-7:30pm)","49","Early evening (5pm-7:30pm)","version5"
"0692","25-40","Female","Right","TRUE","South","0","Early afternoon (12:00pm-2:30pm)","31","Early afternoon (12:00pm-2:30pm)","56","Early morning (earlier than 9:30am)","version5"
"0157","18-24","Male","Right","TRUE","Midwest","0","Early Evening","25","Early Afternoon","58","Evening","version5"
"0124","18-24","female","left","TRUE","midwest","0","earlyevening","24","earlyafternoon","52","lateevening","version5"
"0023","25-40","female","left","TRUE","midwest","0","earlyafternoon","35","earlymorning","64","latemorning","version5"
"0348","25-40","Female","Right","TRUE","South","0","Late Morning","175","Early Morning","206","Late Evening","version5"
"0142","25-40","female","right","TRUE","midwest","0","latemorning","46","latemorning","79","earlyevening","version5"
"0355","18-24","Male","Right","TRUE","Midwest","0","Early Evening","55","Early Afternoon","80","Late Afternoon","version5"
"0271","41-60","Female","Right","TRUE","Midwest","0","Late Afternoon","71","Late Afternoon","120","Late Evening","version5"
"0397","18-24","Male","Right","TRUE","Midwest","0","Early Evening","22","Late Morning","62","Late Morning","version5"
"0184","18-24","Female","Left","TRUE","Midwest","0","Early Morning","30","Late Evening","200","Late Afternoon","version5"
"0624","18-24","Female","Right","TRUE","South","0","Late morning (9:30am-12:00pm)","25","Late evening (later than 7:30pm)","52","Late afternoon (2:30pm-5pm)","version5"
"0719","18-24","Female","Right","TRUE","West","0","Late afternoon (2:30pm-5pm)","25","Early evening (5pm-7:30pm)","52","Late evening (later than 7:30pm)","version5"
"0367","25-40","Female","Right","TRUE","Northeast","0","Early Evening","24","Late Afternoon","48","Late Afternoon","version5"
"0485","18-24","Female","Right","TRUE","Midwest","0","Early Evening","44","Early Evening","74","Early Afternoon","version5"
"0657","61+","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","38","Late evening (later than 7:30pm)","71","Late morning (9:30am-12:00pm)","version5"
"0688","18-24","Female","Right","TRUE","South","0","Late afternoon (2:30pm-5pm)","52","Late morning (9:30am-12:00pm)","93","Late morning (9:30am-12:00pm)","version5"
"0246","18-24","Female","Right","TRUE","Midwest","0","Late Morning","22","Late Afternoon","84","Late Morning","version5"
"0407","18-24","Female","Right","TRUE","Midwest","0","Early Evening","27","Late Afternoon","49","Early Evening","version5"
"0549","18-24","Female","Right","TRUE","West","0","Early afternoon (12:00pm-2:30pm)","30","Early morning (earlier than 9:30am)","58","Late morning (9:30am-12:00pm)","version5"
"0466","41-60","Male","Right","TRUE","Midwest","0","Early Evening","47","Late Morning","68","Early Afternoon","version5"
"0439","25-40","Female","Right","TRUE","South","0","Late Evening","40","Early Evening","70","Early Evening","version5"
"0136","41-60","female","left","TRUE","midwest","0","earlyafternoon","34","earlymorning","67","earlymorning","version5"
"0653","25-40","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","23","Late afternoon (2:30pm-5pm)","67"," Early afternoon (12:00pm-2:30pm)","version5"
"0073","61+","male","right","FALSE","NA","0","lateevening","32","earlyevening","59","earlyafternoon","version5"
"0334","41-60","Male","Right","TRUE","South","0","Early Evening","41","Late Afternoon","81","Late Afternoon","version5"
"0669","18-24","Female","Right","TRUE","Northeast","0","Late evening (later than 7:30pm)","41","Early evening (5pm-7:30pm)","87","Early afternoon (12:00pm-2:30pm)","version5"
"0212","61+","Female","Right","TRUE","Midwest","0","Late Morning","55","Late Afternoon","266","Late Afternoon","version5"
"0088","18-24","male","right","FALSE","NA","0","earlyafternoon","28","earlyafternoon","53","earlyafternoon","version5"
"0277","41-60","Female","Right","TRUE","Midwest","0","Early Evening","41","Late Afternoon","81","Late Afternoon","version5"
"0619","18-24","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","33","Late evening (later than 7:30pm)","72","Late evening (later than 7:30pm)","version5"
"0284","25-40","Female","Right","TRUE","Midwest","0","Late Morning","24","Early Afternoon","49","Early Afternoon","version5"
"0064","18-24","female","right","TRUE","south","0","latemorning","21","earlyafternoon","42","earlyafternoon","version5"
"0475","18-24","Female","Right","TRUE","South","0","Early Afternoon","35","Early Afternoon","86","Late afternoon (2:30pm-5pm)","version5"
"0444","25-40","Male","Left","TRUE","Midwest","0","Late Morning","28","Early Afternoon","191","Early Evening","version5"
"0001","25-40","female","right","TRUE","midwest","0","earlyafternoon","26","latemorning","47","earlyafternoon","version5"
"0557","18-24","Female","Right","TRUE","Northeast","0","Early afternoon (12:00pm-2:30pm)","17","Early afternoon (12:00pm-2:30pm)","53","Late afternoon (2:30pm-5pm)","version5"
"0145","25-40","male","right","TRUE","midwest","0","lateevening","27","latemorning","62","lateevening","version5"
"0226","41-60","Male","Right","TRUE","Midwest","0","Early Morning","30","Late Afternoon","55","Late Morning","version5"
"0134","25-40","male","right","TRUE","west","0","earlyafternoon","26","earlyevening","89","lateevening","version5"
"0095","41-60","female","right","TRUE","midwest","0","lateevening","36","lateevening","95","lateafternoon","version5"
"0706","18-24","Female","Right","TRUE","Midwest","0","Early afternoon (12:00pm-2:30pm)","23","Late morning (9:30am-12:00pm)","50","Late evening (later than 7:30pm)","version5"
"0263","25-40","Female","Right","FALSE","NA","0","Late Morning","30","Early Afternoon","100","Early Evening","version5"
"0510","18-24","Female","Right","TRUE","Northeast","0","Late Morning","24","Early Afternoon","63","Late Morning","version5"
"0463","25-40","Female","Right","TRUE","Midwest","0","Late Afternoon","37","Late Morning","68","Late Morning","version5"
"0351","25-40","Male","Right","TRUE","Midwest","0","Late Afternoon","263","Early Afternoon","206","Late Evening","version5"
"0400","18-24","Female","Right","TRUE","Midwest","0","Late Evening","69","Late Morning","105","Late Morning","version5"
"0481","18-24","Male","Right","NA","NA","0","Early Evening","128","Late Afternoon","155","Early Morning","version5"
"0350","41-60","Female","Right","TRUE","Midwest","0","Late Afternoon","35","Late Morning","72","Late Morning","version5"
"0027","41-60","female","right","TRUE","midwest","0","earlyafternoon","22","earlyafternoon","49","latemorning","version5"
"0131","25-40","female","right","TRUE","south","0","earlyafternoon","21","earlyafternoon","58","latemorning","version5"
"0304","41-60","Male","Right","TRUE","Midwest","0","Early Evening","71","Early Evening","194","Late Morning","version5"
"0660","18-24","Female","Left","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","33","Late morning (9:30am-12:00pm)","68","Early afternoon (12:00pm-2:30pm)","version5"
"0575","25-40","Female","Right","TRUE","Northeast","0","Late afternoon (2:30pm-5pm)","96","Late afternoon (2:30pm-5pm)","152","Late morning (9:30am-12:00pm)","version5"
"0436","18-24","Male","Right","TRUE","Midwest","0","Late Morning","186","Late Afternoon","210","Late Afternoon","version5"
"0353","25-40","Male","Right","TRUE","Midwest","0","Late Morning","40","Late Afternoon","69","Early Morning","version5"
"0714","18-24","Female","Right","TRUE","Midwest","0","Early afternoon (12:00pm-2:30pm)","21","Early afternoon (12:00pm-2:30pm)","48","Early evening (5pm-7:30pm)","version5"
"0396","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","64","Late Evening","102","Early Afternoon","version5"
"0533","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","44","Late Afternoon","62","Late Evening","version5"
"0152","18-24","male","right","TRUE","midwest","0","earlymorning","21","earlyafternoon","52","latemorning","version5"
"0063","18-24","female","left","TRUE","midwest","0","earlyafternoon","21","earlyafternoon","47","earlyafternoon","version5"
"0087","41-60","female","right","TRUE","midwest","0","earlyafternoon","27","latemorning","50","earlymorning","version5"
"0588","41-60","Female","Right","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","22","Early morning (earlier than 9:30am)","48","Late morning (9:30am-12:00pm)","version5"
"0617","18-24","Female","Right","TRUE","South","0","Late afternoon (2:30pm-5pm)","35","Late evening (later than 7:30pm)","60","Late morning (9:30am-12:00pm)","version5"
"0685","18-24","Female","Right","TRUE","Midwest","0","Late evening (later than 7:30pm)","32","Late morning (9:30am-12:00pm)","63","Late afternoon (2:30pm-5pm)","version5"
"0026","18-24","male","right","TRUE","midwest","0","latemorning","21","latemorning","45","earlyafternoon","version5"
"0368","18-24","Female","Left","TRUE","Midwest","0","Late Morning","34","Late Morning","58","Late Morning","version5"
"0451","18-24","Female","Right","TRUE","Midwest","0","Late Morning","400","Early Evening","422","Early Afternoon","version5"
"0502","25-40","Female","Right","FALSE","NA","0","Early Morning","28","Early Evening","112","Late Evening","version5"
"0082","41-60","male","right","TRUE","midwest","0","lateafternoon","32","earlyafternoon","82","lateafternoon","version5"
"0467","18-24","Male","Right","TRUE","Midwest","0","Late Evening","27","Early Afternoon","47","Late Evening","version5"
"0634","25-40","Female","Right","TRUE","West","0","Early afternoon (12:00pm-2:30pm)","34","Early evening (5pm-7:30pm)","88","Late afternoon (2:30pm-5pm)","version5"
"0699","61+","Female","Left","TRUE","Midwest","0","Late afternoon (2:30pm-5pm)","23","Late afternoon (2:30pm-5pm)","51","Early afternoon (12:00pm-2:30pm)","version5"
"0297","18-24","Female","Right","TRUE","Midwest","0","Early Afternoon","34","Early Afternoon","60","Early Afternoon","version5"
"0022","25-40","female","right","FALSE","NA","0","earlymorning","34","lateevening","71","earlyafternoon","version5"
"0330","41-60","Female","Right","TRUE","Midwest","0","Early Afternoon","35","Early Evening","93","Late Evening","version5"
"0627","41-60","Male","Right","TRUE","Midwest","0","Early afternoon (12:00pm-2:30pm)","31","Late afternoon (2:30pm-5pm)","109","Late morning (9:30am-12:00pm)","version5"
"0129","41-60","female","right","TRUE","midwest","0","lateafternoon","34","lateafternoon","66","lateafternoon","version5"
"0412","18-24","Female","Right","TRUE","Midwest","0","Late Afternoon","28","Late Afternoon","52","Early Evening","version5"
